Currency,Cash (Sell),Cash (Buy),Transfer (Sell),Transfer (Buy),Date,Currency_cleaned
USD$,71.2557,71.0557,71.2057,71.1057,03/07/2024,USD$
EURO€,77.2913,76.6913,77.1213,76.8613,03/07/2024,EURO€
POUND£,89.6122,88.8122,89.3622,89.0622,03/07/2024,POUND£
SWISS₣,79.9139,79.4139,79.7639,79.5639,03/07/2024,SWISS₣
INDIAN Rs.,0.8178,0.8078,0.8148,0.8108,03/07/2024,INDIAN Rs.
PAKISTAN Rs.,0.2548,0.2468,0.2518,0.2498,03/07/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/07/2024,IRAN Toman
CNY¥,10.2588,9.8588,10.1588,9.9588,03/07/2024,CNY¥
UAE DIRHAM,19.4606,19.3606,19.4406,19.3806,03/07/2024,UAE DIRHAM
SAUDI RIYAL,19.1239,19.0239,19.1039,19.0439,03/07/2024,SAUDI RIYAL
USD$,70.8917,70.6917,70.8417,70.7417,03/09/2024,USD$
EURO€,76.9929,76.3929,76.8229,76.5629,03/09/2024,EURO€
POUND£,89.5214,88.7214,89.2714,88.9714,03/09/2024,POUND£
SWISS₣,79.7714,79.2714,79.6214,79.4214,03/09/2024,SWISS₣
INDIAN Rs.,0.7998,0.7898,0.7968,0.7928,03/09/2024,INDIAN Rs.
PAKISTAN Rs.,0.2547,0.2467,0.2517,0.2497,03/09/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/09/2024,IRAN Toman
CNY¥,10.3700,9.9700,10.2700,10.0700,03/09/2024,CNY¥
UAE DIRHAM,19.5314,19.4314,19.5114,19.4514,03/09/2024,UAE DIRHAM
SAUDI RIYAL,18.8375,18.7375,18.8175,18.7575,03/09/2024,SAUDI RIYAL
USD$,71.0363,70.8363,70.9863,70.8863,03/10/2024,USD$
EURO€,76.9438,76.3438,76.7738,76.5138,03/10/2024,EURO€
POUND£,89.8500,89.0500,89.6000,89.3000,03/10/2024,POUND£
SWISS₣,79.8163,79.3163,79.6663,79.4663,03/10/2024,SWISS₣
INDIAN Rs.,0.8083,0.7983,0.8053,0.8013,03/10/2024,INDIAN Rs.
PAKISTAN Rs.,0.2548,0.2468,0.2518,0.2498,03/10/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/10/2024,IRAN Toman
CNY¥,10.1425,9.7425,10.0425,9.8425,03/10/2024,CNY¥
UAE DIRHAM,19.4625,19.3625,19.4425,19.3825,03/10/2024,UAE DIRHAM
SAUDI RIYAL,18.8475,18.7475,18.8275,18.7675,03/10/2024,SAUDI RIYAL
USD$,71.0363,70.8363,70.9863,70.8863,03/11/2024,USD$
EURO€,76.9438,76.3438,76.7738,76.5138,03/11/2024,EURO€
POUND£,89.8500,89.0500,89.6000,89.3000,03/11/2024,POUND£
SWISS₣,79.8163,79.3163,79.6663,79.4663,03/11/2024,SWISS₣
INDIAN Rs.,0.8083,0.7983,0.8053,0.8013,03/11/2024,INDIAN Rs.
PAKISTAN Rs.,0.2548,0.2468,0.2518,0.2498,03/11/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/11/2024,IRAN Toman
CNY¥,10.1425,9.7425,10.0425,9.8425,03/11/2024,CNY¥
UAE DIRHAM,19.4625,19.3625,19.4425,19.3825,03/11/2024,UAE DIRHAM
SAUDI RIYAL,18.8475,18.7475,18.8275,18.7675,03/11/2024,SAUDI RIYAL
USD$,70.9415,70.7415,70.8915,70.7915,03/12/2024,USD$
EURO€,76.8014,76.2014,76.6314,76.3714,03/12/2024,EURO€
POUND£,89.9000,89.1000,89.6500,89.3500,03/12/2024,POUND£
SWISS₣,79.7200,79.2200,79.5700,79.3700,03/12/2024,SWISS₣
INDIAN Rs.,0.8138,0.8038,0.8108,0.8068,03/12/2024,INDIAN Rs.
PAKISTAN Rs.,0.2549,0.2469,0.2519,0.2499,03/12/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/12/2024,IRAN Toman
CNY¥,10.1500,9.7500,10.0500,9.8500,03/12/2024,CNY¥
UAE DIRHAM,19.3211,19.2211,19.3011,19.2411,03/12/2024,UAE DIRHAM
SAUDI RIYAL,18.7918,18.6918,18.7718,18.7118,03/12/2024,SAUDI RIYAL
USD$,71.2545,71.0545,71.2045,71.1045,03/13/2024,USD$
EURO€,77.0042,76.4042,76.8342,76.5742,03/13/2024,EURO€
POUND£,90.0167,89.2167,89.7667,89.4667,03/13/2024,POUND£
SWISS₣,80.0158,79.5158,79.8658,79.6658,03/13/2024,SWISS₣
INDIAN Rs.,0.8194,0.8094,0.8164,0.8124,03/13/2024,INDIAN Rs.
PAKISTAN Rs.,0.2566,0.2486,0.2536,0.2516,03/13/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/13/2024,IRAN Toman
CNY¥,10.2177,9.8177,10.1177,9.9177,03/13/2024,CNY¥
UAE DIRHAM,19.4591,19.3591,19.4391,19.3791,03/13/2024,UAE DIRHAM
SAUDI RIYAL,18.8742,18.7742,18.8542,18.7942,03/13/2024,SAUDI RIYAL
USD$,71.4900,71.2900,71.4400,71.3400,03/14/2024,USD$
EURO€,77.3964,76.7964,77.2264,76.9664,03/14/2024,EURO€
POUND£,90.0142,89.2142,89.7642,89.4642,03/14/2024,POUND£
SWISS₣,79.9925,79.4925,79.8425,79.6425,03/14/2024,SWISS₣
INDIAN Rs.,0.8199,0.8099,0.8169,0.8129,03/14/2024,INDIAN Rs.
PAKISTAN Rs.,0.2567,0.2487,0.2537,0.2517,03/14/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/14/2024,IRAN Toman
CNY¥,10.2750,9.8750,10.1750,9.9750,03/14/2024,CNY¥
UAE DIRHAM,19.4450,19.3450,19.4250,19.3650,03/14/2024,UAE DIRHAM
SAUDI RIYAL,18.9136,18.8136,18.8936,18.8336,03/14/2024,SAUDI RIYAL
USD$,71.7650,71.5650,71.7150,71.6150,03/16/2024,USD$
EURO€,77.8067,77.2067,77.6367,77.3767,03/16/2024,EURO€
POUND£,89.8975,89.0975,89.6475,89.3475,03/16/2024,POUND£
SWISS₣,79.9783,79.4783,79.8283,79.6283,03/16/2024,SWISS₣
INDIAN Rs.,0.8119,0.8019,0.8089,0.8049,03/16/2024,INDIAN Rs.
PAKISTAN Rs.,0.2571,0.2491,0.2541,0.2521,03/16/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/16/2024,IRAN Toman
CNY¥,10.3429,9.9429,10.2429,10.0429,03/16/2024,CNY¥
UAE DIRHAM,19.4864,19.3864,19.4664,19.4064,03/16/2024,UAE DIRHAM
SAUDI RIYAL,18.9964,18.8964,18.9764,18.9164,03/16/2024,SAUDI RIYAL
USD$,71.4144,71.2144,71.3644,71.2644,03/17/2024,USD$
EURO€,77.0219,76.4219,76.8519,76.5919,03/17/2024,EURO€
POUND£,89.8000,89.0000,89.5500,89.2500,03/17/2024,POUND£
SWISS₣,79.7969,79.2969,79.6469,79.4469,03/17/2024,SWISS₣
INDIAN Rs.,0.8181,0.8081,0.8151,0.8111,03/17/2024,INDIAN Rs.
PAKISTAN Rs.,0.2569,0.2489,0.2539,0.2519,03/17/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/17/2024,IRAN Toman
CNY¥,10.1536,9.7536,10.0536,9.8536,03/17/2024,CNY¥
UAE DIRHAM,19.4250,19.3250,19.4050,19.3450,03/17/2024,UAE DIRHAM
SAUDI RIYAL,18.8719,18.7719,18.8519,18.7919,03/17/2024,SAUDI RIYAL
USD$,71.3593,71.1593,71.3093,71.2093,03/18/2024,USD$
EURO€,77.4843,76.8843,77.3143,77.0543,03/18/2024,EURO€
POUND£,90.1014,89.3014,89.8514,89.5514,03/18/2024,POUND£
SWISS₣,79.9150,79.4150,79.7650,79.5650,03/18/2024,SWISS₣
INDIAN Rs.,0.8270,0.8170,0.8240,0.8200,03/18/2024,INDIAN Rs.
PAKISTAN Rs.,0.2566,0.2486,0.2536,0.2516,03/18/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/18/2024,IRAN Toman
CNY¥,10.2436,9.8436,10.1436,9.9436,03/18/2024,CNY¥
UAE DIRHAM,19.4450,19.3450,19.4250,19.3650,03/18/2024,UAE DIRHAM
SAUDI RIYAL,18.9493,18.8493,18.9293,18.8693,03/18/2024,SAUDI RIYAL
USD$,71.5125,71.3125,71.4625,71.3625,03/19/2024,USD$
EURO€,77.3114,76.7114,77.1414,76.8814,03/19/2024,EURO€
POUND£,89.9593,89.1593,89.7093,89.4093,03/19/2024,POUND£
SWISS₣,79.6525,79.1525,79.5025,79.3025,03/19/2024,SWISS₣
INDIAN Rs.,0.8225,0.8125,0.8195,0.8155,03/19/2024,INDIAN Rs.
PAKISTAN Rs.,0.2569,0.2489,0.2539,0.2519,03/19/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/19/2024,IRAN Toman
CNY¥,10.2950,9.8950,10.1950,9.9950,03/19/2024,CNY¥
UAE DIRHAM,19.4650,19.3650,19.4450,19.3850,03/19/2024,UAE DIRHAM
SAUDI RIYAL,18.8983,18.7983,18.8783,18.8183,03/19/2024,SAUDI RIYAL
USD$,71.3013,71.1013,71.2513,71.1513,03/20/2024,USD$
EURO€,77.0991,76.4991,76.9291,76.6691,03/20/2024,EURO€
POUND£,89.7522,88.9522,89.5022,89.2022,03/20/2024,POUND£
SWISS₣,79.1921,78.6921,79.0421,78.8421,03/20/2024,SWISS₣
INDIAN Rs.,0.8182,0.8082,0.8152,0.8112,03/20/2024,INDIAN Rs.
PAKISTAN Rs.,0.2575,0.2495,0.2545,0.2525,03/20/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/20/2024,IRAN Toman
CNY¥,10.2107,9.8107,10.1107,9.9107,03/20/2024,CNY¥
UAE DIRHAM,19.4588,19.3588,19.4388,19.3788,03/20/2024,UAE DIRHAM
SAUDI RIYAL,18.9903,18.8903,18.9703,18.9103,03/20/2024,SAUDI RIYAL
USD$,71.3932,71.1932,71.3432,71.2432,03/21/2024,USD$
EURO€,77.3464,76.7464,77.1764,76.9164,03/21/2024,EURO€
POUND£,89.8632,89.0632,89.6132,89.3132,03/21/2024,POUND£
SWISS₣,79.6165,79.1165,79.4665,79.2665,03/21/2024,SWISS₣
INDIAN Rs.,0.8209,0.8109,0.8179,0.8139,03/21/2024,INDIAN Rs.
PAKISTAN Rs.,0.2571,0.2491,0.2541,0.2521,03/21/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/21/2024,IRAN Toman
CNY¥,10.2946,9.8946,10.1946,9.9946,03/21/2024,CNY¥
UAE DIRHAM,19.4491,19.3491,19.4291,19.3691,03/21/2024,UAE DIRHAM
SAUDI RIYAL,18.8550,18.7550,18.8350,18.7750,03/21/2024,SAUDI RIYAL
USD$,71.3741,71.1741,71.3241,71.2241,03/23/2024,USD$
EURO€,76.9935,76.3935,76.8235,76.5635,03/23/2024,EURO€
POUND£,89.3113,88.51113,89.0613,88.7613,03/23/2024,POUND£
SWISS₣,79.2736,78.7736,79.1236,78.9236,03/23/2024,SWISS₣
INDIAN Rs.,0.28276,0.8176,0.8246,0.8206,03/23/2024,INDIAN Rs.
PAKISTAN Rs.,0.2564,0.2484,0.2534,0.2514,03/23/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/23/2024,IRAN Toman
CNY¥,10.3027,9.9027,10.2027,10.0027,03/23/2024,CNY¥
UAE DIRHAM,19.4750,19.3750,19.4550,19.3950,03/23/2024,UAE DIRHAM
SAUDI RIYAL,18.9541,18.8541,18.9341,18.8741,03/23/2024,SAUDI RIYAL
USD$,71.4542,71.2542,71.4042,71.3042,03/24/2024,USD$
EURO€,76.9072,76.3072,76.7372,76.4772,03/24/2024,EURO€
POUND£,89.4486,88.6486,89.1986,88.8986,03/24/2024,POUND£
SWISS₣,78.9917,78.4917,78.8417,78.6417,03/24/2024,SWISS₣
INDIAN Rs.,0.8121,0.8021,0.8091,0.8051,03/24/2024,INDIAN Rs.
PAKISTAN Rs.,0.2570,0.2490,0.2540,0.2520,03/24/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/24/2024,IRAN Toman
CNY¥,10.3000,9.9000,10.2000,10.0000,03/24/2024,CNY¥
UAE DIRHAM,19.4864,19.3864,19.4664,19.4064,03/24/2024,UAE DIRHAM
SAUDI RIYAL,18.8921,18.7921,18.8721,18.8121,03/24/2024,SAUDI RIYAL
USD$,71.5961,71.3961,71.5461,71.4461,03/25/2024,USD$
EURO€,77.1175,76.5175,76.9475,76.6875,03/25/2024,EURO€
POUND£,89.0705,88.2705,88.8205,88.5205,03/25/2024,POUND£
SWISS₣,79.0528,78.5528,78.9028,78.7028,03/25/2024,SWISS₣
INDIAN Rs.,0.8173,0.8073,0.8143,0.8103,03/25/2024,INDIAN Rs.
PAKISTAN Rs.,0.2574,0.2494,0.2544,0.2524,03/25/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/25/2024,IRAN Toman
CNY¥,10.2755,9.8755,10.1755,9.9755,03/25/2024,CNY¥
UAE DIRHAM,19.4855,19.3855,19.4655,19.4055,03/25/2024,UAE DIRHAM
SAUDI RIYAL,18.9325,18.8325,18.9125,18.8525,03/25/2024,SAUDI RIYAL
USD$,71.8071,71.6071,71.7571,71.6571,03/26/2024,USD$
EURO€,77.3761,76.7761,77.2061,76.9461,03/26/2024,EURO€
POUND£,89.7612,88.9612,89.5112,89.2112,03/26/2024,POUND£
SWISS₣,79.3936,78.8936,79.2436,79.0436,03/26/2024,SWISS₣
INDIAN Rs.,0.8161,0.8061,0.8131,0.8091,03/26/2024,INDIAN Rs.
PAKISTAN Rs.,0.2585,0.2505,0.2555,0.2535,03/26/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/26/2024,IRAN Toman
CNY¥,10.3313,9.9313,10.2313,10.0313,03/26/2024,CNY¥
UAE DIRHAM,19.5775,19.4775,19.5575,19.4975,03/26/2024,UAE DIRHAM
SAUDI RIYAL,18.9888,18.8888,18.9688,18.9088,03/26/2024,SAUDI RIYAL
USD$,71.7542,71.5542,71.7042,71.6042,03/27/2024,USD$
EURO€,77.4162,76.8162,77.2462,76.9862,03/27/2024,EURO€
POUND£,89.5636,88.7636,89.3136,89.0136,03/27/2024,POUND£
SWISS₣,78.6817,78.1817,78.5317,78.3317,03/27/2024,SWISS₣
INDIAN Rs.,0.8225,0.8125,0.8195,0.8155,03/27/2024,INDIAN Rs.
PAKISTAN Rs.,0.2578,0.2498,0.2548,0.2528,03/27/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/27/2024,IRAN Toman
CNY¥,10.2900,9.8900,10.1900,9.9900,03/27/2024,CNY¥
UAE DIRHAM,19.5800,19.4800,19.5600,19.5000,03/27/2024,UAE DIRHAM
SAUDI RIYAL,18.9946,18.8946,18.9746,18.9146,03/27/2024,SAUDI RIYAL
USD$,71.6567,71.4567,71.6067,71.5067,03/28/2024,USD$
EURO€,77.1778,76.5778,77.0078,76.7478,03/28/2024,EURO€
POUND£,89.4450,88.6450,89.1950,88.8950,03/28/2024,POUND£
SWISS₣,78.6978,78.1978,78.5478,78.3478,03/28/2024,SWISS₣
INDIAN Rs.,0.8178,0.8078,0.8148,0.8108,03/28/2024,INDIAN Rs.
PAKISTAN Rs.,0.2576,0.2496,0.2546,0.2526,03/28/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/28/2024,IRAN Toman
CNY¥,10.3785,9.9785,10.2785,10.0785,03/28/2024,CNY¥
UAE DIRHAM,19.5455,19.4455,19.5255,19.4655,03/28/2024,UAE DIRHAM
SAUDI RIYAL,19.0235,18.9235,19.0035,18.9435,03/28/2024,SAUDI RIYAL
USD$,71.8191,71.6191,71.7691,71.6691,03/30/2024,USD$
EURO€,77.3567,76.7567,77.1867,76.9267,03/30/2024,EURO€
POUND£,89.5564,88.7564,89.3064,89.0064,03/30/2024,POUND£
SWISS₣,78.5114,78.0114,78.3614,78.1614,03/30/2024,SWISS₣
INDIAN Rs.,0.8103,0.8003,0.8073,0.8033,03/30/2024,INDIAN Rs.
PAKISTAN Rs.,0.2582,0.2502,0.2552,0.2532,03/30/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,03/30/2024,IRAN Toman
CNY¥,10.2950,9.8950,10.1950,9.9950,03/30/2024,CNY¥
UAE DIRHAM,19.5600,19.4600,19.5400,19.4800,03/30/2024,UAE DIRHAM
SAUDI RIYAL,19.0268,18.9268,19.0068,18.9468,03/30/2024,SAUDI RIYAL
USD$,71.9963,71.7963,71.9463,71.8463,03/31/2024,USD$
EURO€,77.5763,76.9763,77.4063,77.1463,03/31/2024,EURO€
POUND£,89.7163,88.9163,89.4663,89.1663,03/31/2024,POUND£
SWISS₣,78.7667,78.2667,78.6167,78.4167,03/31/2024,SWISS₣
INDIAN Rs.,0.8338,0.8238,0.8308,0.8268,03/31/2024,INDIAN Rs.
PAKISTAN Rs.,0.2580,0.2500,0.2550,0.2530,03/31/2024,PAKISTAN Rs.
IRAN Toman,0.0016,0.0010,0.0015,0.0011,03/31/2024,IRAN Toman
CNY¥,10.3647,9.9647,10.2647,10.0647,03/31/2024,CNY¥
UAE DIRHAM,19.5690,19.4690,19.5490,19.4890,03/31/2024,UAE DIRHAM
SAUDI RIYAL,19.0790,18.9790,19.0590,18.9990,03/31/2024,SAUDI RIYAL
USD$,71.8917,71.6917,71.8417,71.7417,04/01/2024,USD$
EURO€,77.4838,76.8838,77.3138,77.0538,04/01/2024,EURO€
POUND£,89.7178,88.9178,89.4678,89.1678,04/01/2024,POUND£
SWISS₣,78.6200,78.1200,78.4700,78.2700,04/01/2024,SWISS₣
INDIAN Rs.,0.8213,0.8113,0.8183,0.8143,04/01/2024,INDIAN Rs.
PAKISTAN Rs.,0.2576,0.2496,0.2546,0.2526,04/01/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/01/2024,IRAN Toman
CNY¥,10.4383,10.0383,10.3383,10.1383,04/01/2024,CNY¥
UAE DIRHAM,19.5560,19.4560,19.5360,19.4760,04/01/2024,UAE DIRHAM
SAUDI RIYAL,19.0340,18.9340,19.0140,18.9540,04/01/2024,SAUDI RIYAL
USD$,71.6717,71.4717,71.6217,71.5217,04/02/2024,USD$
EURO€,77.0330,76.4330,76.8630,76.6030,04/02/2024,EURO€
POUND£,89.0638,88.2638,88.8138,88.5138,04/02/2024,POUND£
SWISS₣,78.1750,77.6750,78.0250,77.8250,04/02/2024,SWISS₣
INDIAN Rs.,0.8100,0.8000,0.8070,0.8030,04/02/2024,INDIAN Rs.
PAKISTAN Rs.,0.2575,0.2495,0.2545,0.2525,04/02/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/02/2024,IRAN Toman
CNY¥,10.4520,10.0520,10.3520,10.1520,04/02/2024,CNY¥
UAE DIRHAM,19.5560,19.4560,19.5360,19.4760,04/02/2024,UAE DIRHAM
SAUDI RIYAL,19.0780,18.9780,19.0580,18.9980,04/02/2024,SAUDI RIYAL
USD$,71.4832,71.2832,71.4332,71.3332,04/03/2024,USD$
EURO€,76.7532,76.1532,76.5832,76.3232,04/03/2024,EURO€
POUND£,88.7036,87.9036,88.4536,88.1536,04/03/2024,POUND£
SWISS₣,77.9532,77.4532,77.8032,77.6032,04/03/2024,SWISS₣
INDIAN Rs.,0.8116,0.8016,0.8086,0.8046,04/03/2024,INDIAN Rs.
PAKISTAN Rs.,0.2556,0.2476,0.2526,0.2506,04/03/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/03/2024,IRAN Toman
CNY¥,10.2641,9.8641,10.1641,9.9641,04/03/2024,CNY¥
UAE DIRHAM,19.5213,19.4213,19.5013,19.4413,04/03/2024,UAE DIRHAM
SAUDI RIYAL,19.0230,18.9230,19.0030,18.9430,04/03/2024,SAUDI RIYAL
USD$,71.1764,70.9764,71.1264,71.0264,04/04/2024,USD$
EURO€,76.7114,76.1114,76.5414,76.2814,04/04/2024,EURO€
POUND£,89.0856,88.2856,88.8356,88.5356,04/04/2024,POUND£
SWISS₣,77.4871,76.9871,77.3371,77.1371,04/04/2024,SWISS₣
INDIAN Rs.,0.8100,0.8000,0.8070,0.8030,04/04/2024,INDIAN Rs.
PAKISTAN Rs.,0.2571,0.2491,0.2541,0.2521,04/04/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/04/2024,IRAN Toman
CNY¥,10.2738,9.8738,10.1738,9.9738,04/04/2024,CNY¥
UAE DIRHAM,19.4206,19.3206,19.4006,19.3406,04/04/2024,UAE DIRHAM
SAUDI RIYAL,18.9411,18.8411,18.9211,18.8611,04/04/2024,SAUDI RIYAL
USD$,71.5500,71.3500,71.5000,71.4000,04/06/2024,USD$
EURO€,76.8900,76.2900,76.7200,76.4600,04/06/2024,EURO€
POUND£,89.1542,88.3542,88.9042,88.6042,04/06/2024,POUND£
SWISS₣,77.9240,77.4240,77.7740,77.5740,04/06/2024,SWISS₣
INDIAN Rs.,0.8131,0.8031,0.8101,0.8061,04/06/2024,INDIAN Rs.
PAKISTAN Rs.,0.2578,0.2498,0.2548,0.2528,04/06/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/06/2024,IRAN Toman
CNY¥,10.2558,9.8558,10.1558,9.9558,04/06/2024,CNY¥
UAE DIRHAM,19.4675,19.3675,19.4475,19.3875,04/06/2024,UAE DIRHAM
SAUDI RIYAL,18.9700,18.8700,18.9500,18.8900,04/06/2024,SAUDI RIYAL
USD$,71.9475,71.7475,71.8975,71.7975,04/07/2024,USD$
EURO€,77.1357,76.5357,76.9657,76.7057,04/07/2024,EURO€
POUND£,89.1900,88.3900,88.9400,88.6400,04/07/2024,POUND£
SWISS₣,78.7586,78.2586,78.6086,78.4086,04/07/2024,SWISS₣
INDIAN Rs.,0.8179,0.8079,0.8149,0.8109,04/07/2024,INDIAN Rs.
PAKISTAN Rs.,0.2589,0.2509,0.2559,0.2539,04/07/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/07/2024,IRAN Toman
CNY¥,10.3794,9.9794,10.2794,10.0794,04/07/2024,CNY¥
UAE DIRHAM,19.5900,19.4900,19.5700,19.5100,04/07/2024,UAE DIRHAM
SAUDI RIYAL,18.9825,18.8825,18.9625,18.9025,04/07/2024,SAUDI RIYAL
USD$,72.4867,72.2867,72.4367,72.3367,04/08/2024,USD$
EURO€,77.8500,77.2500,77.6800,77.4200,04/08/2024,EURO€
POUND£,90.0350,89.2350,89.7850,89.4850,04/08/2024,POUND£
SWISS₣,78.6633,78.1633,78.5133,78.3133,04/08/2024,SWISS₣
INDIAN Rs.,0.8242,0.8142,0.8212,0.8172,04/08/2024,INDIAN Rs.
PAKISTAN Rs.,0.2602,0.2522,0.2572,0.2552,04/08/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/08/2024,IRAN Toman
CNY¥,10.3911,9.9911,10.2911,10.0911,04/08/2024,CNY¥
UAE DIRHAM,19.6711,19.5711,19.6511,19.5911,04/08/2024,UAE DIRHAM
SAUDI RIYAL,19.1313,19.0313,19.1113,19.0513,04/08/2024,SAUDI RIYAL
USD$,72.0086,71.8086,71.9586,71.8586,04/09/2024,USD$
EURO€,77.6464,77.0464,77.4764,77.2164,04/09/2024,EURO€
POUND£,89.7107,88.9107,89.4607,89.1607,04/09/2024,POUND£
SWISS₣,78.6400,78.1400,78.4900,78.2900,04/09/2024,SWISS₣
INDIAN Rs.,0.8214,0.8114,0.8184,0.8144,04/09/2024,INDIAN Rs.
PAKISTAN Rs.,0.2594,0.2514,0.2564,0.2544,04/09/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/09/2024,IRAN Toman
CNY¥,10.2750,9.8750,10.1750,9.9750,04/09/2024,CNY¥
UAE DIRHAM,19.5821,19.4821,19.5621,19.5021,04/09/2024,UAE DIRHAM
SAUDI RIYAL,19.0929,18.9929,19.0729,19.0129,04/09/2024,SAUDI RIYAL
USD$,72.0086,71.8086,71.9586,71.8586,04/14/2024,USD$
EURO€,77.6464,77.0464,77.4764,77.2164,04/14/2024,EURO€
POUND£,89.7107,88.9107,89.4607,89.1607,04/14/2024,POUND£
SWISS₣,78.6400,78.1400,78.4900,78.2900,04/14/2024,SWISS₣
INDIAN Rs.,0.8214,0.8114,0.8184,0.8144,04/14/2024,INDIAN Rs.
PAKISTAN Rs.,0.2594,0.2514,0.2564,0.2544,04/14/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,04/14/2024,IRAN Toman
CNY¥,10.2750,9.8750,10.1750,9.9750,04/14/2024,CNY¥
UAE DIRHAM,19.5821,19.4821,19.5621,19.5021,04/14/2024,UAE DIRHAM
SAUDI RIYAL,19.0929,18.9929,19.0729,19.0129,04/14/2024,SAUDI RIYAL
USD$,72.3413,72.1413,72.2913,72.1913,04/15/2024,USD$
EURO€,77.1028,76.5028,76.9328,76.6728,04/15/2024,EURO€
POUND£,89.1092,88.3092,88.8592,88.5592,04/15/2024,POUND£
SWISS₣,77.7344,77.2344,77.5844,77.3844,04/15/2024,SWISS₣
INDIAN Rs.,0.8173,0.8073,0.8143,0.8103,04/15/2024,INDIAN Rs.
PAKISTAN Rs.,0.2597,0.2517,0.2567,0.2547,04/15/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/15/2024,IRAN Toman
CNY¥,10.3261,9.9261,10.2261,10.0261,04/15/2024,CNY¥
UAE DIRHAM,19.6156,19.5156,19.5956,19.5356,04/15/2024,UAE DIRHAM
SAUDI RIYAL,19.1188,19.0188,19.0988,19.0388,04/15/2024,SAUDI RIYAL
USD$,72.0925,71.8925,72.0425,71.9425,04/16/2024,USD$
EURO€,76.8778,76.2778,76.7078,76.4478,04/16/2024,EURO€
POUND£,88.9922,88.1922,88.7422,88.4422,04/16/2024,POUND£
SWISS₣,77.9111,77.4111,77.7611,77.5611,04/16/2024,SWISS₣
INDIAN Rs.,0.8118,0.8018,0.8088,0.8048,04/16/2024,INDIAN Rs.
PAKISTAN Rs.,0.2598,0.2518,0.2568,0.2548,04/16/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/16/2024,IRAN Toman
CNY¥,10.2530,9.8530,10.1530,9.9530,04/16/2024,CNY¥
UAE DIRHAM,19.6570,19.5570,19.6370,19.5770,04/16/2024,UAE DIRHAM
SAUDI RIYAL,19.1070,19.0070,19.0870,19.0270,04/16/2024,SAUDI RIYAL
USD$,72.0270,71.8270,71.9770,71.8770,04/17/2024,USD$
EURO€,76.8117,76.2117,76.6417,76.3817,04/17/2024,EURO€
POUND£,88.9086,88.1086,88.6586,88.3586,04/17/2024,POUND£
SWISS₣,77.8443,77.3443,77.6943,77.4943,04/17/2024,SWISS₣
INDIAN Rs.,0.8191,0.8091,0.8161,0.8121,04/17/2024,INDIAN Rs.
PAKISTAN Rs.,0.2598,0.2518,0.2568,0.2548,04/17/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/17/2024,IRAN Toman
